material,cmi_worth_per_item,shop_file,shop_id,item_id,page,slot,command,quantity,listed_buy_price,shop_unit_price,cmi_worth_for_quantity,difference_total,difference_per_item,difference_percent,multiplier,publishable,policy_reasons
CUT_COPPER_SLAB,0.59,survival_ores_copper.yml,survival_ores_copper,15,1,28,/buy survival_ores_copper 1,1,59,59,0.59,58.41,58.41,9900,100,true,
CUT_COPPER_STAIRS,1.19,survival_ores_copper.yml,survival_ores_copper,16,1,29,/buy survival_ores_copper 1,1,119,119,1.19,117.81,117.81,9900,100,true,
CUT_RED_SANDSTONE,0.16,survival_blocks.yml,survival_blocks,64,4,11,/buy survival_blocks 4,1,16,16,0.16,15.84,15.84,9900,100,true,
CUT_RED_SANDSTONE_SLAB,0.08,survival_blocks.yml,survival_blocks,72,4,21,/buy survival_blocks 4,1,8,8,0.08,7.92,7.92,9900,100,true,
CUT_SANDSTONE,0.12,survival_blocks.yml,survival_blocks,63,4,10,/buy survival_blocks 4,1,12,12,0.12,11.88,11.88,9900,100,true,
CUT_SANDSTONE_SLAB,0.06,survival_blocks.yml,survival_blocks,71,4,20,/buy survival_blocks 4,1,6,6,0.06,5.94,5.94,9900,100,true,
CYAN_BANNER,1,survival_wools.yml,survival_wools,58,4,21,/buy survival_wools 4,1,100,100,1,99,99,9900,100,true,
CYAN_BED,1.96,survival_wools.yml,survival_wools,42,3,21,/buy survival_wools 3,1,196,196,1.96,194.04,194.04,9900,100,true,
CYAN_BUNDLE,0.44,survival_misc.yml,survival_misc,31,2,22,/buy survival_misc 2,1,44,44,0.44,43.56,43.56,9900,100,true,
CYAN_CANDLE,4.18,survival_misc.yml,survival_misc,15,1,28,/buy survival_misc 1,1,418,418,4.18,413.82,413.82,9900,100,true,
CYAN_CARPET,0.34,survival_wools.yml,survival_wools,27,2,22,/buy survival_wools 2,1,34,34,0.34,33.66,33.66,9900,100,true,
CYAN_CONCRETE,0.05,survival_concrete.yml,survival_concrete,17,1,30,/buy survival_concrete 1,1,5,5,0.05,4.95,4.95,9900,100,true,
CYAN_CONCRETE_POWDER,0.05,survival_concrete.yml,survival_concrete,18,1,31,/buy survival_concrete 1,1,5,5,0.05,4.95,4.95,9900,100,true,
CYAN_DYE,0.1,survival_dyes.yml,survival_dyes,11,1,22,/buy survival_dyes 1,1,10,10,0.1,9.9,9.9,9900,100,true,
CYAN_GLAZED_TERRACOTTA,0.31,survival_terracotta.yml,survival_terracotta,28,2,22,/buy survival_terracotta 2,1,31,31,0.31,30.69,30.69,9900,100,true,
CYAN_HARNESS,1.33,survival_armor.yml,survival_armor,50,3,22,/buy survival_armor 3,1,133,133,1.33,131.67,131.67,9900,100,true,
CYAN_SHULKER_BOX,2040.1,survival_end.yml,survival_end,28,2,16,/buy survival_end 2,1,204010,204010,2040.1,201969.9,201969.9,9900,100,true,
CYAN_STAINED_GLASS,0.05,survival_glass.yml,survival_glass,13,1,24,/buy survival_glass 1,1,5,5,0.05,4.95,4.95,9900,100,true,
CYAN_STAINED_GLASS_PANE,0.01,survival_glass.yml,survival_glass,30,2,20,/buy survival_glass 2,1,1,1,0.01,0.99,0.99,9900,100,true,
CYAN_TERRACOTTA,0.31,survival_terracotta.yml,survival_terracotta,12,1,23,/buy survival_terracotta 1,1,31,31,0.31,30.69,30.69,9900,100,true,
CYAN_WOOL,0.51,survival_wools.yml,survival_wools,11,1,22,/buy survival_wools 1,1,51,51,0.51,50.49,50.49,9900,100,true,
DAMAGED_ANVIL,20,,,,,,,,,,,,,,,false,not listed
DANDELION,0.2,survival_farming_plants.yml,survival_farming_plants,1,1,10,/buy survival_farming_plants 1,1,20,20,0.2,19.8,19.8,9900,100,true,
DANGER_POTTERY_SHERD,25,survival_sherds.yml,survival_sherds,7,1,16,/buy survival_sherds 1,1,2500,2500,25,2475,2475,9900,100,true,
DARK_OAK_BOAT,1.23,survival_wood_products.yml,survival_wood_products,141,7,15,/buy survival_wood_products 7,1,123,123,1.23,121.77,121.77,9900,100,true,
DARK_OAK_BUTTON,0.23,survival_wood_products.yml,survival_wood_products,93,4,33,/buy survival_wood_products 4,1,23,23,0.23,22.77,22.77,9900,100,true,
DARK_OAK_CHEST_BOAT,2.27,survival_wood_products.yml,survival_wood_products,151,7,33,/buy survival_wood_products 7,1,227,227,2.27,224.73,224.73,9900,100,true,
DARK_OAK_DOOR,0.49,survival_wood_products.yml,survival_wood_products,69,3,33,/buy survival_wood_products 3,1,49,49,0.49,48.51,48.51,9900,100,true,
DARK_OAK_FENCE,0.39,survival_wood_products.yml,survival_wood_products,45,2,33,/buy survival_wood_products 2,1,39,39,0.39,38.61,38.61,9900,100,true,
DARK_OAK_FENCE_GATE,0.31,survival_wood_products.yml,survival_wood_products,57,3,15,/buy survival_wood_products 3,1,31,31,0.31,30.69,30.69,9900,100,true,
DARK_OAK_HANGING_SIGN,17.99,survival_wood_products.yml,survival_wood_products,129,6,15,/buy survival_wood_products 6,1,1799,1799,17.99,1781.01,1781.01,9900,100,true,
DARK_OAK_LEAVES,0.4,survival_farming_trees.yml,survival_farming_trees,15,1,28,/buy survival_farming_trees 1,1,40,40,0.4,39.6,39.6,9900,100,true,
DARK_OAK_LEAVES,0.4,survival_logs.yml,survival_logs,64,3,33,/buy survival_logs 3,1,40,40,0.4,39.6,39.6,9900,100,true,
DARK_OAK_LOG,1,survival_logs.yml,survival_logs,6,1,15,/buy survival_logs 1,1,100,100,1,99,99,9900,100,true,
DARK_OAK_PLANKS,0.23,survival_wood_products.yml,survival_wood_products,6,1,15,/buy survival_wood_products 1,1,23,23,0.23,22.77,22.77,9900,100,true,
DARK_OAK_PRESSURE_PLATE,0.48,survival_wood_products.yml,survival_wood_products,105,5,15,/buy survival_wood_products 5,1,48,48,0.48,47.52,47.52,9900,100,true,
DARK_OAK_SAPLING,0.31,survival_farming_trees.yml,survival_farming_trees,6,1,15,/buy survival_farming_trees 1,1,31,31,0.31,30.69,30.69,9900,100,true,
DARK_OAK_SAPLING,0.31,survival_logs.yml,survival_logs,53,3,22,/buy survival_logs 3,1,31,31,0.31,30.69,30.69,9900,100,true,
DARK_OAK_SHELF,0.99,survival_logs.yml,survival_logs,75,4,21,/buy survival_logs 4,1,99,99,0.99,98.01,98.01,9900,100,true,
DARK_OAK_SIGN,1.3,survival_wood_products.yml,survival_wood_products,117,5,33,/buy survival_wood_products 5,1,130,130,1.3,128.7,128.7,9900,100,true,
DARK_OAK_SLAB,0.11,survival_wood_products.yml,survival_wood_products,19,1,33,/buy survival_wood_products 1,1,11,11,0.11,10.89,10.89,9900,100,true,
DARK_OAK_STAIRS,0.36,survival_wood_products.yml,survival_wood_products,32,2,15,/buy survival_wood_products 2,1,36,36,0.36,35.64,35.64,9900,100,true,
DARK_OAK_TRAPDOOR,0.74,survival_wood_products.yml,survival_wood_products,81,4,15,/buy survival_wood_products 4,1,74,74,0.74,73.26,73.26,9900,100,true,
DARK_OAK_WOOD,1.31,survival_logs.yml,survival_logs,20,1,33,/buy survival_logs 1,1,131,131,1.31,129.69,129.69,9900,100,true,
DARK_PRISMARINE,1.7,survival_prismarine.yml,survival_prismarine,8,1,28,/buy survival_prismarine 1,1,170,170,1.7,168.3,168.3,9900,100,true,
DARK_PRISMARINE_SLAB,0.9,survival_prismarine.yml,survival_prismarine,9,1,29,/buy survival_prismarine 1,1,90,90,0.9,89.1,89.1,9900,100,true,
DARK_PRISMARINE_STAIRS,2.6,survival_prismarine.yml,survival_prismarine,10,1,30,/buy survival_prismarine 1,1,260,260,2.6,257.4,257.4,9900,100,true,
DAYLIGHT_DETECTOR,1.13,survival_ores_redstone.yml,survival_ores_redstone,18,1,31,/buy survival_ores_redstone 1,1,113,113,1.13,111.87,111.87,9900,100,true,
DEAD_BRAIN_CORAL,1,survival_coral.yml,survival_coral,4,1,13,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_BRAIN_CORAL_BLOCK,1,survival_coral.yml,survival_coral,5,1,14,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_BRAIN_CORAL_FAN,1,survival_coral.yml,survival_coral,6,1,15,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_BUBBLE_CORAL,1,survival_coral.yml,survival_coral,10,1,21,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_BUBBLE_CORAL_BLOCK,1,survival_coral.yml,survival_coral,11,1,22,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_BUBBLE_CORAL_FAN,1,survival_coral.yml,survival_coral,12,1,23,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_BUSH,0.3,survival_farming_plants.yml,survival_farming_plants,42,2,25,/buy survival_farming_plants 2,1,30,30,0.3,29.7,29.7,9900,100,true,
DEAD_FIRE_CORAL,1,survival_coral.yml,survival_coral,16,1,29,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_FIRE_CORAL_BLOCK,1,survival_coral.yml,survival_coral,17,1,30,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_FIRE_CORAL_FAN,1,survival_coral.yml,survival_coral,18,1,31,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_HORN_CORAL,1,survival_coral.yml,survival_coral,22,1,37,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_HORN_CORAL_BLOCK,1,survival_coral.yml,survival_coral,23,1,38,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_HORN_CORAL_FAN,1,survival_coral.yml,survival_coral,24,1,39,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_TUBE_CORAL,1,survival_coral.yml,survival_coral,28,1,43,/buy survival_coral 1,1,100,100,1,99,99,9900,100,true,
DEAD_TUBE_CORAL_BLOCK,1,survival_coral.yml,survival_coral,29,2,13,/buy survival_coral 2,1,100,100,1,99,99,9900,100,true,
DEAD_TUBE_CORAL_FAN,1,survival_coral.yml,survival_coral,34,2,14,/buy survival_coral 2,1,100,100,1,99,99,9900,100,true,
DEBUG_STICK,0.1,,,,,,,,,,,,,,,false,not listed
DECORATED_POT,2.44,survival_sherds.yml,survival_sherds,24,2,12,/buy survival_sherds 2,1,244,244,2.44,241.56,241.56,9900,100,true,
DEEPSLATE,0.4,survival_deepslate.yml,survival_deepslate,1,1,10,/buy survival_deepslate 1,1,40,40,0.4,39.6,39.6,9900,100,true,
DEEPSLATE_BRICKS,0.3,survival_deepslate.yml,survival_deepslate,11,1,28,/buy survival_deepslate 1,1,30,30,0.3,29.7,29.7,9900,100,true,
DEEPSLATE_BRICK_SLAB,0.15,survival_deepslate.yml,survival_deepslate,12,1,29,/buy survival_deepslate 1,1,15,15,0.15,14.85,14.85,9900,100,true,
DEEPSLATE_BRICK_STAIRS,0.3,survival_deepslate.yml,survival_deepslate,13,1,30,/buy survival_deepslate 1,1,30,30,0.3,29.7,29.7,9900,100,true,
DEEPSLATE_BRICK_WALL,0.3,survival_deepslate.yml,survival_deepslate,14,1,31,/buy survival_deepslate 1,1,30,30,0.3,29.7,29.7,9900,100,true,
DEEPSLATE_COAL_ORE,1.17,survival_ores_coal.yml,survival_ores_coal,4,1,13,/buy survival_ores_coal 1,1,117,117,1.17,115.83,115.83,9900,100,true,
DEEPSLATE_COPPER_ORE,0.5,survival_ores_copper.yml,survival_ores_copper,4,1,13,/buy survival_ores_copper 1,1,50,50,0.5,49.5,49.5,9900,100,true,
DEEPSLATE_DIAMOND_ORE,65,survival_ores_diamond.yml,survival_ores_diamond,3,1,12,/buy survival_ores_diamond 1,1,6500,6500,65,6435,6435,9900,100,true,
DEEPSLATE_EMERALD_ORE,1,survival_ores_emerald.yml,survival_ores_emerald,3,1,12,/buy survival_ores_emerald 1,1,100,100,1,99,99,9900,100,true,
DEEPSLATE_GOLD_ORE,2.6,survival_ores_gold.yml,survival_ores_gold,6,1,15,/buy survival_ores_gold 1,1,260,260,2.6,257.4,257.4,9900,100,true,
DEEPSLATE_IRON_ORE,2.75,survival_ores_iron.yml,survival_ores_iron,7,1,16,/buy survival_ores_iron 1,1,275,275,2.75,272.25,272.25,9900,100,true,
DEEPSLATE_LAPIS_ORE,0.78,survival_ores_lapis.yml,survival_ores_lapis,3,1,12,/buy survival_ores_lapis 1,1,78,78,0.78,77.22,77.22,9900,100,true,
DEEPSLATE_REDSTONE_ORE,0.5,survival_ores_redstone.yml,survival_ores_redstone,3,1,12,/buy survival_ores_redstone 1,1,50,50,0.5,49.5,49.5,9900,100,true,
DEEPSLATE_TILES,0.3,survival_deepslate.yml,survival_deepslate,16,1,37,/buy survival_deepslate 1,1,30,30,0.3,29.7,29.7,9900,100,true,
DEEPSLATE_TILE_SLAB,0.15,survival_deepslate.yml,survival_deepslate,17,1,38,/buy survival_deepslate 1,1,15,15,0.15,14.85,14.85,9900,100,true,
DEEPSLATE_TILE_STAIRS,0.3,survival_deepslate.yml,survival_deepslate,18,1,39,/buy survival_deepslate 1,1,30,30,0.3,29.7,29.7,9900,100,true,
DEEPSLATE_TILE_WALL,0.3,survival_deepslate.yml,survival_deepslate,19,1,40,/buy survival_deepslate 1,1,30,30,0.3,29.7,29.7,9900,100,true,
DETECTOR_RAIL,3.07,survival_ores_redstone.yml,survival_ores_redstone,27,2,15,/buy survival_ores_redstone 2,1,307,307,3.07,303.93,303.93,9900,100,true,
DIAMOND,65,survival_ores_diamond.yml,survival_ores_diamond,1,1,10,/buy survival_ores_diamond 1,1,6500,6500,65,6435,6435,9900,100,true,
DIAMOND_AXE,199.1,survival_ores_diamond.yml,survival_ores_diamond,7,1,16,/buy survival_ores_diamond 1,1,19910,19910,199.1,19710.9,19710.9,9900,100,true,
DIAMOND_AXE,199.1,survival_tools.yml,survival_tools,11,1,24,/buy survival_tools 1,1,19910,19910,199.1,19710.9,19710.9,9900,100,true,
DIAMOND_AXE,199.1,survival_weapons.yml,survival_weapons,11,1,24,/buy survival_weapons 1,1,19910,19910,199.1,19710.9,19710.9,9900,100,true,
DIAMOND_BLOCK,596.7,survival_ores_diamond.yml,survival_ores_diamond,2,1,11,/buy survival_ores_diamond 1,1,59670,59670,596.7,59073.3,59073.3,9900,100,true,
DIAMOND_BOOTS,265.2,survival_armor.yml,survival_armor,20,1,42,/buy survival_armor 1,1,26520,26520,265.2,26254.8,26254.8,9900,100,true,
DIAMOND_BOOTS,265.2,survival_ores_diamond.yml,survival_ores_diamond,13,1,24,/buy survival_ores_diamond 1,1,26520,26520,265.2,26254.8,26254.8,9900,100,true,
DIAMOND_CHESTPLATE,530.4,survival_armor.yml,survival_armor,18,1,24,/buy survival_armor 1,1,53040,53040,530.4,52509.6,52509.6,9900,100,true,
DIAMOND_CHESTPLATE,530.4,survival_ores_diamond.yml,survival_ores_diamond,11,1,22,/buy survival_ores_diamond 1,1,53040,53040,530.4,52509.6,52509.6,9900,100,true,
DIAMOND_HELMET,331.5,survival_armor.yml,survival_armor,17,1,15,/buy survival_armor 1,1,33150,33150,331.5,32818.5,32818.5,9900,100,true,
DIAMOND_HELMET,331.5,survival_ores_diamond.yml,survival_ores_diamond,10,1,21,/buy survival_ores_diamond 1,1,33150,33150,331.5,32818.5,32818.5,9900,100,true,
DIAMOND_HOE,132.8,survival_ores_diamond.yml,survival_ores_diamond,9,1,20,/buy survival_ores_diamond 1,1,13280,13280,132.8,13147.2,13147.2,9900,100,true,
DIAMOND_HOE,132.8,survival_tools.yml,survival_tools,23,1,42,/buy survival_tools 1,1,13280,13280,132.8,13147.2,13147.2,9900,100,true,
DIAMOND_HORSE_ARMOR,75,survival_armor.yml,survival_armor,29,2,14,/buy survival_armor 2,1,7500,7500,75,7425,7425,9900,100,true,
DIAMOND_HORSE_ARMOR,75,survival_ores_diamond.yml,survival_ores_diamond,14,1,25,/buy survival_ores_diamond 1,1,7500,7500,75,7425,7425,9900,100,true,
DIAMOND_LEGGINGS,464.1,survival_armor.yml,survival_armor,19,1,33,/buy survival_armor 1,1,46410,46410,464.1,45945.9,45945.9,9900,100,true,
DIAMOND_LEGGINGS,464.1,survival_ores_diamond.yml,survival_ores_diamond,12,1,23,/buy survival_ores_diamond 1,1,46410,46410,464.1,45945.9,45945.9,9900,100,true,
DIAMOND_NAUTILUS_ARMOR,350,survival_armor.yml,survival_armor,58,2,23,/buy survival_armor 2,1,35000,35000,350,34650,34650,9900,100,true,
DIAMOND_NAUTILUS_ARMOR,350,survival_ores_diamond.yml,survival_ores_diamond,19,1,31,/buy survival_ores_diamond 1,1,35000,35000,350,34650,34650,9900,100,true,
DIAMOND_ORE,65,survival_ores_diamond.yml,survival_ores_diamond,4,1,13,/buy survival_ores_diamond 1,1,6500,6500,65,6435,6435,9900,100,true,
DIAMOND_PICKAXE,199.1,survival_ores_diamond.yml,survival_ores_diamond,6,1,15,/buy survival_ores_diamond 1,1,19910,19910,199.1,19710.9,19710.9,9900,100,true,
DIAMOND_PICKAXE,199.1,survival_tools.yml,survival_tools,5,1,15,/buy survival_tools 1,1,19910,19910,199.1,19710.9,19710.9,9900,100,true,
DIAMOND_SHOVEL,66.5,survival_ores_diamond.yml,survival_ores_diamond,8,1,19,/buy survival_ores_diamond 1,1,6650,6650,66.5,6583.5,6583.5,9900,100,true,
DIAMOND_SHOVEL,66.5,survival_tools.yml,survival_tools,17,1,33,/buy survival_tools 1,1,6650,6650,66.5,6583.5,6583.5,9900,100,true,
DIAMOND_SPEAR,66.5,survival_ores_diamond.yml,survival_ores_diamond,18,1,30,/buy survival_ores_diamond 1,1,6650,6650,66.5,6583.5,6583.5,9900,100,true,
DIAMOND_SPEAR,66.5,survival_weapons.yml,survival_weapons,29,1,33,/buy survival_weapons 1,1,6650,6650,66.5,6583.5,6583.5,9900,100,true,
DIAMOND_SWORD,132.7,survival_ores_diamond.yml,survival_ores_diamond,5,1,14,/buy survival_ores_diamond 1,1,13270,13270,132.7,13137.3,13137.3,9900,100,true,
DIAMOND_SWORD,132.7,survival_weapons.yml,survival_weapons,5,1,15,/buy survival_weapons 1,1,13270,13270,132.7,13137.3,13137.3,9900,100,true,
DIORITE,0.44,survival_blocks.yml,survival_blocks,8,1,19,/buy survival_blocks 1,1,44,44,0.44,43.56,43.56,9900,100,true,
DIORITE_SLAB,0.44,,,,,,,,,,,,,,,false,not listed
DIORITE_STAIRS,0.44,,,,,,,,,,,,,,,false,not listed
DIORITE_WALL,0.44,,,,,,,,,,,,,,,false,not listed
DIRT,0.1,survival_dirts.yml,survival_dirts,1,1,10,/buy survival_dirts 1,1,10,10,0.1,9.9,9.9,9900,100,true,
DIRT_PATH,0.3,,,,,,,,,,,,,,,false,not listed
DISC_FRAGMENT_5,5,survival_music_discs.yml,survival_music_discs,15,1,28,/buy survival_music_discs 1,1,500,500,5,495,495,9900,100,true,
DISPENSER,2.16,survival_ores_redstone.yml,survival_ores_redstone,12,1,23,/buy survival_ores_redstone 1,1,216,216,2.16,213.84,213.84,9900,100,true,
DRAGON_BREATH,0.5,survival_end.yml,survival_end,14,1,25,/buy survival_end 1,1,50,50,0.5,49.5,49.5,9900,100,true,
DRAGON_EGG,2750,survival_end.yml,survival_end,15,1,28,/buy survival_end 1,1,275000,275000,2750,272250,272250,9900,100,true,
DRAGON_HEAD,1500,survival_end.yml,survival_end,16,1,29,/buy survival_end 1,1,150000,150000,1500,148500,148500,9900,100,true,
DRIED_GHAST,500,survival_nether.yml,survival_nether,50,3,16,/buy survival_nether 3,1,50000,50000,500,49500,49500,9900,100,true,
DRIED_KELP,0.7,survival_food.yml,survival_food,17,1,30,/buy survival_food 1,1,70,70,0.7,69.3,69.3,9900,100,true,
DRIED_KELP_BLOCK,6.3,survival_ores_coal.yml,survival_ores_coal,7,1,16,/buy survival_ores_coal 1,1,630,630,6.3,623.7,623.7,9900,100,true,
DRIPSTONE_BLOCK,4,survival_blocks.yml,survival_blocks,49,3,16,/buy survival_blocks 3,1,400,400,4,396,396,9900,100,true,
DROPPER,1.69,survival_ores_redstone.yml,survival_ores_redstone,11,1,22,/buy survival_ores_redstone 1,1,169,169,1.69,167.31,167.31,9900,100,true,
DUNE_ARMOR_TRIM_SMITHING_TEMPLATE,250,island_templates.yml,island_templates,3,1,12,/buy island_templates 1,1,25000,25000,250,24750,24750,9900,100,true,
ECHO_SHARD,5,survival_misc.yml,survival_misc,42,2,40,/buy survival_misc 2,1,500,500,5,495,495,9900,100,true,
EGG,1,survival_mobdrops.yml,survival_mobdrops,25,2,13,/buy survival_mobdrops 2,1,100,100,1,99,99,9900,100,true,
ELYTRA,1250,survival_armor.yml,survival_armor,30,2,30,/buy survival_armor 2,1,125000,125000,1250,123750,123750,9900,100,true,
ELYTRA,1250,survival_end.yml,survival_end,17,1,30,/buy survival_end 1,1,125000,125000,1250,123750,123750,9900,100,true,
EMERALD,1,survival_ores_emerald.yml,survival_ores_emerald,1,1,10,/buy survival_ores_emerald 1,1,100,100,1,99,99,9900,100,true,
EMERALD_BLOCK,9,survival_ores_emerald.yml,survival_ores_emerald,2,1,11,/buy survival_ores_emerald 1,1,900,900,9,891,891,9900,100,true,
EMERALD_ORE,1,survival_ores_emerald.yml,survival_ores_emerald,4,1,13,/buy survival_ores_emerald 1,1,100,100,1,99,99,9900,100,true,
ENCHANTED_BOOK,30,,,,,,,,,,,,,,,false,not listed
ENCHANTED_GOLDEN_APPLE,600,survival_food.yml,survival_food,18,1,31,/buy survival_food 1,1,60000,60000,600,59400,59400,9900,100,true,
ENCHANTED_GOLDEN_APPLE,600,survival_ores_gold.yml,survival_ores_gold,12,1,23,/buy survival_ores_gold 1,1,60000,60000,600,59400,59400,9900,100,true,
ENCHANTING_TABLE,136.82,survival_ores_diamond.yml,survival_ores_diamond,15,1,28,/buy survival_ores_diamond 1,1,13682,13682,136.82,13545.18,13545.18,9900,100,true,
ENCHANTING_TABLE,136.82,survival_ores_lapis.yml,survival_ores_lapis,5,1,14,/buy survival_ores_lapis 1,1,13682,13682,136.82,13545.18,13545.18,9900,100,true,
ENDER_CHEST,20.99,,,,,,,,,,,,,,,false,not listed
ENDER_EYE,0.67,survival_end.yml,survival_end,40,2,32,/buy survival_end 2,1,67,67,0.67,66.33,66.33,9900,100,true,
ENDER_PEARL,0.55,survival_end.yml,survival_end,22,2,10,/buy survival_end 2,1,55,55,0.55,54.45,54.45,9900,100,true,
ENDER_PEARL,0.55,survival_mobdrops.yml,survival_mobdrops,6,1,15,/buy survival_mobdrops 1,1,55,55,0.55,54.45,54.45,9900,100,true,
END_CRYSTAL,169.26,survival_end.yml,survival_end,19,1,32,/buy survival_end 1,1,16926,16926,169.26,16756.74,16756.74,9900,100,true,
END_PORTAL_FRAME,0.1,,,,,,,,,,,,,,,false,not listed
END_ROD,3,survival_end.yml,survival_end,13,1,24,/buy survival_end 1,1,300,300,3,297,297,9900,100,true,
END_STONE,0.45,survival_blocks.yml,survival_blocks,33,2,23,/buy survival_blocks 2,1,45,45,0.45,44.55,44.55,9900,100,true,
END_STONE,0.45,survival_end.yml,survival_end,1,1,10,/buy survival_end 1,1,45,45,0.45,44.55,44.55,9900,100,true,
END_STONE_BRICKS,1.8,survival_end.yml,survival_end,2,1,11,/buy survival_end 1,1,180,180,1.8,178.2,178.2,9900,100,true,
END_STONE_BRICK_SLAB,1.83,survival_end.yml,survival_end,3,1,12,/buy survival_end 1,1,183,183,1.83,181.17,181.17,9900,100,true,
END_STONE_BRICK_STAIRS,1.83,survival_end.yml,survival_end,4,1,13,/buy survival_end 1,1,183,183,1.83,181.17,181.17,9900,100,true,
END_STONE_BRICK_WALL,1.8,survival_end.yml,survival_end,41,1,34,/buy survival_end 1,1,180,180,1.8,178.2,178.2,9900,100,true,
EXPERIENCE_BOTTLE,1.8,,,,,,,,,,,,,,,false,not listed
EXPLORER_POTTERY_SHERD,25,survival_sherds.yml,survival_sherds,8,1,19,/buy survival_sherds 1,1,2500,2500,25,2475,2475,9900,100,true,
EXPOSED_CHISELED_COPPER,1.19,survival_ores_copper.yml,survival_ores_copper,42,2,34,/buy survival_ores_copper 2,1,119,119,1.19,117.81,117.81,9900,100,true,
EXPOSED_COPPER,4.68,survival_ores_copper.yml,survival_ores_copper,8,1,19,/buy survival_ores_copper 1,1,468,468,4.68,463.32,463.32,9900,100,true,
EXPOSED_COPPER_BARS,0.19,survival_ores_copper.yml,survival_ores_copper,61,3,30,/buy survival_ores_copper 3,1,19,19,0.19,18.81,18.81,9900,100,true,
EXPOSED_COPPER_BULB,3.66,survival_ores_copper.yml,survival_ores_copper,62,3,31,/buy survival_ores_copper 3,1,366,366,3.66,362.34,362.34,9900,100,true,
EXPOSED_COPPER_CHAIN,0.62,survival_ores_copper.yml,survival_ores_copper,63,3,32,/buy survival_ores_copper 3,1,62,62,0.62,61.38,61.38,9900,100,true,
EXPOSED_COPPER_CHEST,5.18,survival_ores_copper.yml,survival_ores_copper,64,3,33,/buy survival_ores_copper 3,1,518,518,5.18,512.82,512.82,9900,100,true,
EXPOSED_COPPER_DOOR,1.04,survival_ores_copper.yml,survival_ores_copper,65,3,34,/buy survival_ores_copper 3,1,104,104,1.04,102.96,102.96,9900,100,true,
EXPOSED_COPPER_GOLEM_STATUE,50,survival_ores_copper.yml,survival_ores_copper,66,4,10,/buy survival_ores_copper 4,1,5000,5000,50,4950,4950,9900,100,true,
EXPOSED_COPPER_GRATE,1.19,survival_ores_copper.yml,survival_ores_copper,67,4,11,/buy survival_ores_copper 4,1,119,119,1.19,117.81,117.81,9900,100,true,
EXPOSED_COPPER_LANTERN,0.74,survival_ores_copper.yml,survival_ores_copper,68,4,12,/buy survival_ores_copper 4,1,74,74,0.74,73.26,73.26,9900,100,true,
EXPOSED_COPPER_TRAPDOOR,2.08,survival_ores_copper.yml,survival_ores_copper,69,4,13,/buy survival_ores_copper 4,1,208,208,2.08,205.92,205.92,9900,100,true,
EXPOSED_CUT_COPPER,1.19,survival_ores_copper.yml,survival_ores_copper,17,1,30,/buy survival_ores_copper 1,1,119,119,1.19,117.81,117.81,9900,100,true,
EXPOSED_CUT_COPPER_SLAB,0.59,survival_ores_copper.yml,survival_ores_copper,24,2,12,/buy survival_ores_copper 2,1,59,59,0.59,58.41,58.41,9900,100,true,
EXPOSED_CUT_COPPER_STAIRS,1.19,survival_ores_copper.yml,survival_ores_copper,31,2,21,/buy survival_ores_copper 2,1,119,119,1.19,117.81,117.81,9900,100,true,
EXPOSED_LIGHTNING_ROD,1.56,survival_ores_copper.yml,survival_ores_copper,70,4,14,/buy survival_ores_copper 4,1,156,156,1.56,154.44,154.44,9900,100,true,
EYE_ARMOR_TRIM_SMITHING_TEMPLATE,250,island_templates.yml,island_templates,4,1,13,/buy island_templates 1,1,25000,25000,250,24750,24750,9900,100,true,
FARMLAND,0.3,,,,,,,,,,,,,,,false,not listed
FEATHER,0.22,survival_mobdrops.yml,survival_mobdrops,15,1,28,/buy survival_mobdrops 1,1,22,22,0.22,21.78,21.78,9900,100,true,
FERMENTED_SPIDER_EYE,4.18,,,,,,,,,,,,,,,false,not listed
FERN,0.2,survival_farming_plants.yml,survival_farming_plants,51,2,38,/buy survival_farming_plants 2,1,20,20,0.2,19.8,19.8,9900,100,true,
FIELD_MASONED_BANNER_PATTERN,2.85,,,,,,,,,,,,,,,false,not listed
FILLED_MAP,18.19,,,,,,,,,,,,,,,false,not listed
FIREFLY_BUSH,0.3,survival_farming_plants.yml,survival_farming_plants,36,2,19,/buy survival_farming_plants 2,1,30,30,0.3,29.7,29.7,9900,100,true,
FIREWORK_ROCKET,0.1,,,,,,,,,,,,,,,false,not listed
FIREWORK_STAR,1,,,,,,,,,,,,,,,false,not listed
FIRE_CHARGE,0.51,survival_weapons.yml,survival_weapons,18,2,15,/buy survival_weapons 2,1,51,51,0.51,50.49,50.49,9900,100,true,
